J,X2_infid_CD,X2_infid_N_4,X2_infid_N_6,X2_infid_N_8
0.1,2.5947355810074235e-05,3.627662448213442e-08,6.9647249079096696e-09,2.0837529479678096e-09
0.3518987341772152,0.00032121370518400916,4.4932283860266153e-07,8.608958823597135e-08,2.571428936448683e-08
0.6037974683544303,0.0009450545400606636,1.3249445582896868e-06,2.5378942924980663e-07,7.58174485415708e-08
0.8556962025316454,0.001896187636838409,2.6675559317013153e-06,5.110911609484958e-07,1.52603605196866e-07
1.1075949367088607,0.0031726631052717558,4.482992004728459e-06,8.590577701417246e-07,2.5654241375683284e-07
1.3594936708860759,0.004771872854294479,6.7818710697276074e-06,1.2996633287354342e-06,3.881236609881711e-07
1.6113924050632908,0.006690554803538307,9.575344099066463e-06,1.8352273576383027e-06,5.479901821203725e-07
1.8632911392405063,0.008924835484057647,1.2877314023995723e-05,2.468185756776542e-06,7.369699923653883e-07
2.1151898734177212,0.01147022100848627,1.6703711150700684e-05,3.201869575031324e-06,9.559553408866606e-07
2.367088607594936,0.014321620086422016,2.1074425622602533e-05,4.039619122764293e-06,1.206171533429945e-06
2.6189873417721516,0.017473399051728955,2.6009545020522218e-05,4.98446225150051e-06,1.4888484223263276e-06
2.8708860759493664,0.020919383192594343,3.153435804847948e-05,6.041597888417627e-06,1.8051384311768004e-06
3.1227848101265816,0.024652873403083975,3.7670185846439e-05,7.219693836990615e-06,2.15653019375317e-06
3.374683544303797,0.02866676854019956,4.445106338923921e-05,8.51914019306399e-06,2.544953277672235e-06
3.6265822784810124,0.03295340921564904,5.1901955393174326e-05,9.947989697778326e-06,2.9720408806221954e-06
3.8784810126582276,0.03750485910962986,6.006301740479891e-05,1.1512579291439451e-05,3.4397572239441843e-06
4.130379746835442,0.04231282476512965,6.896555297897233e-05,1.3220242196854137e-05,3.95014617970979e-06
4.382278481012657,0.04736865755136699,7.864823975956003e-05,1.507763373131965e-05,4.504402057348145e-06
4.634177215189872,0.052663235239216344,8.915350114779841e-05,1.7094231987813124e-05,5.105838731811474e-06
4.886075949367087,0.058187644027604235,0.0001005237882857335,1.9275325765510942e-05,5.757700011432831e-06
