J,idle_infid_CD,idle_infid_DD
0.1,3.860603969840781e-08,3.8462407814243704e-08
0.3518987341772152,5.031149797884993e-07,4.962882199643914e-07
0.6037974683544303,1.6370372607488193e-06,1.4017686255085593e-06
0.8556962025316454,3.7654308777668177e-06,2.8137732298594287e-06
1.1075949367088607,7.384240615415649e-06,4.719347310166988e-06
1.3594936708860759,1.3159460084510854e-05,7.117872882766996e-06
1.6113924050632908,2.192575674886399e-05,1.000432964270992e-05
1.8632911392405063,3.4685346380403104e-05,1.340279234829378e-05
2.1151898734177212,5.260647019023068e-05,1.7293791066075315e-05
2.367088607594936,7.702121701702591e-05,2.1697764025496724e-05
2.6189873417721516,0.00010942360840526799,2.660317666025591e-05
2.8708860759493664,0.00015146706890445394,3.199434805911672e-05
3.1227848101265816,0.00020496165072003691,3.796102332798146e-05
3.374683544303797,0.00027187122355154525,4.449392162009236e-05
3.6265822784810124,0.00035431006552333333,5.1497044518789004e-05
3.8784810126582276,0.000454539817150712,5.9083243478030845e-05
4.130379746835442,0.0005749652491031654,6.719219386508435e-05
4.382278481012657,0.0007181307701223938,7.575591406783211e-05
4.634177215189872,0.000886715524401338,8.511005183575726e-05
4.886075949367087,0.0010835302615741504,9.49052271091988e-05
5.137974683544303,0.0013115114135815453,0.0001055108172343111
5.3898734177215175,0.0015737168783857003,0.00011657817984034313
5.641772151898734,0.001873320820538038,0.000128161811182248
5.893670886075948,0.0022136081748189707,0.00014036831849806308
6.145569620253163,0.0025979699364716557,0.00015334462471017218
6.397468354430378,0.0030298968481786703,0.00016709398364445072
6.649367088607592,0.003512972609613807,0.00018149124081245915
6.90126582278481,0.004050870017199171,0.00019620596719305272
7.1531645569620235,0.004647344065403569,0.00021221678848581949
7.40506329113924,0.005306222876788613,0.00022854777162084616
7.656962025316454,0.0060314055334795835,0.00024566663611791384
7.908860759493669,0.006826852691088958,0.00026372127386775635
8.160759493670884,0.007696580426571953,0.0002824962455942881
8.4126582278481,0.008644653317890882,0.0003020884813820235
8.664556962025314,0.009675179702117176,0.0003222670682746509
8.91645569620253,0.010792296317850503,0.00034336430714287935
9.168354430379745,0.012000171163824902,0.00036561293786807614
9.42025316455696,0.013302992014792014,0.00038830130680811425
9.672151898734175,0.014704958269211033,0.0004123945325946732
9.92405063291139,0.016210274184791706,0.0004377498275446312
10.175949367088606,0.017823141272670706,0.0004638616138376017
10.42784810126582,0.019547750723504675,0.000490444921687927
10.679746835443035,0.02138827577238056,0.0005182974167764476
10.931645569620251,0.023348864034340555,0.0005472039545956209
11.183544303797467,0.02543362982082409,0.0005776580244233331
11.435443037974682,0.027646557382188797,0.0006086315044228074
11.687341772151896,0.02999184742206773,0.0006406107028281705
11.939240506329112,0.03247337590374011,0.0006744396908962003
12.191139240506326,0.03509505054115003,0.000710218672545615
12.443037974683541,0.03786070745589465,0.0007456653817494718
12.694936708860757,0.04077409801453169,0.0007834671863548026
12.946835443037974,0.04383888776435729,0.0008217089550333068
13.198734177215188,0.04705865057066494,0.0008614929777592817
13.450632911392402,0.050436857316951134,0.0009039051587304003
13.702531645569618,0.05397686993490025,0.0009477528520382972
13.954430379746832,0.05768193418481782,0.0009913705454064337
14.206329113924046,0.06155517254335163,0.0010385279718486684
14.458227848101263,0.06559957722606358,0.0010870656132546674
14.710126582278479,0.06981800332831434,0.0011365501388036492
14.962025316455692,0.07421337617496304,0.0011871122219352381
15.213924050632906,0.07878783093259911,0.0012402640788017338
15.465822784810124,0.08354397100159572,0.0012959365365124986
15.717721518987341,0.08848406067867831,0.0013532674837324343
15.969620253164557,0.09361015859820965,0.0014130264579983454
16.22151898734177,0.09892416087994604,0.0014728852900521838
16.473417721518985,0.10442778266389574,0.0015367769531098308
16.725316455696202,0.11012255256468206,0.0016015525073715953
16.977215189873416,0.11600979777238296,0.0016681813929304568
17.22911392405063,0.12209064222173183,0.0017390612544246897
17.481012658227844,0.12836608288739815,0.001809986778697703
17.73291139240506,0.13483681728876495,0.0018856102951857467
17.98481012658228,0.14150336572703004,0.0019609593787008883
18.236708860759492,0.14836603332234832,0.0020419882111718524
18.488607594936706,0.15542490583168167,0.0021229951808119374
18.740506329113924,0.16267984562789595,0.0022096227447507832
18.992405063291137,0.17013052694046737,0.0022981789311368184
19.24430379746835,0.17777628126309775,0.002385162430490473
19.49620253164557,0.18561632453709065,0.002480963004974468
19.748101265822783,0.19364957781943726,0.0025775519675956815
20.0,0.2018747822743855,0.0026800249449175917
