J,X2_infid_CD,X2_infid_DD
0.1,4.2383258842537685e-06,1.8713494146505028e-06
0.3518987341772152,5.2478499204089424e-05,2.300300367608088e-05
0.6037974683544303,0.0001545448814624928,6.771069137978536e-05
0.8556962025316454,0.0003105341882370105,0.00013598226052258244
1.1075949367088607,0.000520590322412251,0.00022782694386425106
1.3594936708860759,0.0007849091524108065,0.00034322905645289836
1.6113924050632908,0.0011037505121535007,0.0004821684739045873
1.8632911392405063,0.001477393261311355,0.000644635258994608
2.1151898734177212,0.0019062255371324888,0.0008307574302257592
2.367088607594936,0.002390575218200963,0.0010403995513048603
2.6189873417721516,0.002930940752004063,0.0012735015355886947
2.8708860759493664,0.0035277693026050105,0.0015301024203203673
3.1227848101265816,0.00418163140566552,0.00181031028465084
3.374683544303797,0.004893109496347692,0.002113991521926817
3.6265822784810124,0.005662846132714949,0.0024412668431967877
3.8784810126582276,0.0064915864196175566,0.002791954925387863
4.130379746835442,0.007379857241409882,0.003166020799996616
4.382278481012657,0.008328418995633302,0.00356371536274791
4.634177215189872,0.009338201137017221,0.003984425242884004
4.886075949367087,0.010410130353511127,0.004429324820237723
5.137974683544303,0.011544878919363066,0.004897234001395079
5.3898734177215175,0.012743427299462207,0.005388382852612339
5.641772151898734,0.014006893284624788,0.005903342167379977
5.893670886075948,0.01533588099226224,0.006441422934177821
6.145569620253163,0.016731829804950027,0.007002743218848639
6.397468354430378,0.018195440970767862,0.007587597517848987
6.649367088607592,0.019728097008321677,0.008195743625197371
6.90126582278481,0.02133062077396053,0.008827226502905794
7.1531645569620235,0.023004603268089507,0.00948222790613329
7.40506329113924,0.024750325157279596,0.010159739149585567
7.656962025316454,0.026569862706972813,0.010860871484072554
7.908860759493669,0.028464185288065047,0.01158533376577453
8.160759493670884,0.030434228466798996,0.012332793497859207
8.4126582278481,0.03248160469739125,0.013103116837499429
8.664556962025314,0.03460689349937618,0.013897577616402979
8.91645569620253,0.036812496908359194,0.0147148991640913
9.168354430379745,0.03909831110042117,0.015554171310763754
9.42025316455696,0.041467150343731496,0.01641725329620991
9.672151898734175,0.04391844676329992,0.01730368029477991
9.92405063291139,0.04645557590597593,0.018212454827191915
10.175949367088606,0.049077894758293494,0.01914647456728924
10.42784810126582,0.0517883653737633,0.020099357257111983
10.679746835443035,0.05458704978387319,0.021076998647166723
10.931645569620251,0.0574756714103839,0.022078329424890297
11.183544303797467,0.06045588214069575,0.0231005515000261
11.435443037974682,0.06352901261069677,0.02414792229527818
11.687341772151896,0.0666940135033377,0.02521555449334234
11.939240506329112,0.06995656385356852,0.026306792416432967
12.191139240506326,0.0733140755263666,0.027422843445102263
12.443037974683541,0.07676914665744772,0.028559540536472805
12.694936708860757,0.08032372639963081,0.029718544892327947
12.946835443037974,0.08397719269679715,0.030900457087018607
13.198734177215188,0.08773203387158313,0.03210522693713391
13.450632911392402,0.09158899358107575,0.033332417134342096
13.702531645569618,0.09554867309325221,0.03458192815268757
13.954430379746832,0.0996133506692527,0.03585417847063099
14.206329113924046,0.10378351418349108,0.037147083779055734
14.458227848101263,0.1080593207361431,0.03846509243337415
14.710126582278479,0.1124439157558158,0.03980239009330677
14.962025316455692,0.11693574405387663,0.041164041947090335
15.213924050632906,0.12153591295177113,0.04254670227128465
15.465822784810124,0.12624568808023928,0.043952493388360714
15.717721518987341,0.13106765123733488,0.045380202541438375
15.969620253164557,0.13600097517269738,0.046826727209397956
16.22151898734177,0.14104560621566897,0.04829830943340674
16.473417721518985,0.14620378572417247,0.049791406477737055
16.725316455696202,0.1514741807483979,0.05130532278997979
16.977215189873416,0.1568595869067786,0.05283874475421968
17.22911392405063,0.16235840708405203,0.0543985798776041
17.481012658227844,0.1679718512176952,0.05597756252559272
17.73291139240506,0.1737004319286738,0.05757811609654695
17.98481012658228,0.17954416315307686,0.059202621238059194
18.236708860759492,0.18550494303291998,0.06084716950057012
18.488607594936706,0.1915796118593308,0.06251195792647424
18.740506329113924,0.19777036689663918,0.06419986205182016
18.992405063291137,0.20407621092136707,0.06590538399547852
19.24430379746835,0.21049878123216514,0.0676352801471638
19.49620253164557,0.21703695788232624,0.06938771477174055
19.748101265822783,0.22368946108571652,0.07115621885498935
20.0,0.23045778851612264,0.07294673991655054
