gamma,2nd_X1_error_N_4,2nd_X1_error_N_6,2nd_X1_error_N_8
0.891267681314614,0.19054254143484323,0.2175498542658984,0.2275661669995771
0.9071831756238035,0.18886666235070487,0.21673816905908505,0.22709632450250505
0.923098669932993,0.18717042056634392,0.21591407778629557,0.2266187841088885
0.9390141642421825,0.18545425572189186,0.21507768285152765,0.2261336033416441
0.954929658551372,0.1837186105734232,0.21422908056261006,0.2256408075650849
0.9708451528605617,0.18196393273955738,0.2133683730694655,0.2251404299969262
0.9867606471697512,0.18019067172250652,0.2124956629933793,0.22463250463032153
1.0026761414789407,0.17839928078323264,0.2116110541153816,0.22411706604968173
1.0185916357881302,0.17659021632002564,0.21071465138062462,0.22359414924158863
1.0345071300973196,0.17476393672263354,0.2098065609738688,0.22306378858864034
1.0504226244065094,0.17292090461508675,0.20888689028294574,0.22252602347336783
1.0663381187156988,0.1710615808609142,0.2079557480099377,0.22198088688803527
1.0822536130248885,0.16918643451477564,0.20701324395080842,0.22142841686011594
1.098169107334078,0.1672959328819491,0.20605948889491027,0.22086865076694928
1.1140846016432675,0.16539054597964198,0.20509459498359844,0.22030162648313717
1.130000095952457,0.16347074579338455,0.20411867524617758,0.21972738191389846
1.1459155902616465,0.16153700548251887,0.20313184393791983,0.2191459562483672
1.1618310845708362,0.1595898002132818,0.2021342163878666,0.2185573882304199
1.1777465788800257,0.15762960597929906,0.20112590888319634,0.21796171763005165
1.1936620731892151,0.155656900045021,0.20010703878933533,0.2173589844336052
1.2095775674984046,0.1536721602464741,0.19907772434683987,0.21674922917105677
1.225493061807594,0.15167586644634506,0.19803808508919185,0.21613249271206147
1.2414085561167838,0.14966849738731403,0.19698824099325896,0.21550881650055212
1.2573240504259733,0.14765053339952822,0.19592831336364613,0.21487824180134296
1.2732395447351628,0.14562245484003578,0.19485842424493915,0.21424081117664376
1.2891550390443522,0.14358474233816773,0.19377869683894752,0.21359656751721617
1.305070533353542,0.14153787659834186,0.1926892547175781,0.2129455522179326
1.3209860276627314,0.13948233814390104,0.1915902226353642,0.21228781018776383
1.336901521971921,0.13741860741032755,0.19048172641537914,0.21162338465777175
1.3528170162811104,0.13534716439912248,0.1893638917515531,0.21095231981317153
1.3687325105902999,0.13326848863196153,0.18823684593471085,0.2102746601852922
1.3846480048994896,0.13118305920955775,0.18710072149494955,0.20959044917326486
1.400563499208679,0.12909135435077707,0.18595563422918085,0.2088997367297812
1.4164789935178685,0.12699385162595556,0.18480172556255695,0.20820256298678366
1.432394487827058,0.12489102762439303,0.18363912167723387,0.20749897673784182
1.4483099821362475,0.12278335801979465,0.1824679530412134,0.20678902397424387
1.4642254764454372,0.12067131742417998,0.18128835087225137,0.20607275143286805
1.4801409707546267,0.1185553791831215,0.18010044715784584,0.20535020608979787
1.4960564650638162,0.11643601562566698,0.1789043742834341,0.20462143549993111
1.5119719593730057,0.11431369772234594,0.17770026538537279,0.20388648729992176
1.5278874536821956,0.11218889521466581,0.17648825399491863,0.2031454095907928
1.543802947991385,0.11006207636326501,0.17526847393675068,0.20239825102769937
1.5597184423005745,0.1079337082816334,0.17404106071646,0.20164506030613397
1.575633936609764,0.10580425660043197,0.17280614871508138,0.20088588561006787
1.5915494309189535,0.10367418569051493,0.17156387355587627,0.2001207793915682
1.6074649252281432,0.10154395860437315,0.1703143713244465,0.19934978772591727
1.6233804195373327,0.09941403718536053,0.16905777834052302,0.19857296243210104
1.6392959138465222,0.09728488215094305,0.16779423148909184,0.1977903543011009
1.6552114081557117,0.09515695305097416,0.16652386793016413,0.19700201286687002
