J,X1_infid_CD,X1_infid_N_4,X1_infid_N_6,X1_infid_N_8
0.1,6.486953463391565e-06,9.064677453096692e-09,1.7372763227996302e-09,5.199606301076187e-10
0.3518987341772152,8.033203451363047e-05,1.1224308027468766e-07,2.1508809400216933e-08,6.420473264157067e-09
0.6037974683544303,0.00023651566058480178,3.306445679474024e-07,6.333020297066838e-08,1.891240297702268e-08
0.8556962025316454,0.00047506374645811533,6.646474950411374e-07,1.273476915031324e-07,3.802702219779519e-08
1.1075949367088607,0.0007960168120461075,1.1149255392250979e-06,2.1356897339508407e-07,6.377105554733475e-08
1.3594936708860759,0.001199430508977084,1.6819559169878318e-06,3.222343700759467e-07,9.621486740662988e-08
1.6113924050632908,0.0016853747014909937,2.3670255213659175e-06,4.53477221995513e-07,1.3542661592147454e-07
1.8632911392405063,0.0022539257366664955,3.171361865339506e-06,6.076816578826083e-07,1.814533960864395e-07
2.1151898734177212,0.0029051824678779647,4.09697080439031e-06,7.849233863987948e-07,2.343737549592717e-07
2.367088607594936,0.003639257777748317,5.144446774796307e-06,9.855734144359474e-07,2.943260395404934e-07
2.6189873417721516,0.00445626784252684,6.316231611513956e-06,1.210174761512306e-06,3.6136841485845395e-07
2.8708860759493664,0.005356350406187205,7.613753357338382e-06,1.4586911467606711e-06,4.3562309937072996e-07
3.1227848101265816,0.006339650521970164,9.040569953766564e-06,1.7318755231032767e-06,5.172596738711732e-07
3.374683544303797,0.007406331930262633,1.0597833106418264e-05,2.0301484648932444e-06,6.063732265193522e-07
3.6265822784810124,0.008556574026200248,1.2289731409431681e-05,2.3538529940747566e-06,7.032479614199616e-07
3.8784810126582276,0.009790545453504773,1.4117069542796123e-05,2.7036383252188045e-06,8.078168276526299e-07
4.130379746835442,0.011108439837643647,1.6084628465806716e-05,3.0801056787321812e-06,9.205013864477252e-07
4.382278481012657,0.012510476796079306,1.8195112547969572e-05,3.4842308489491103e-06,1.041255802691765e-06
4.634177215189872,0.013996866189808999,2.0452572993323592e-05,3.916193988429129e-06,1.1703866462653423e-06
4.886075949367087,0.015567811264287967,2.2859865129731816e-05,4.37720645407591e-06,1.3082948491227597e-06
5.137974683544303,0.01722356737429631,2.542183028197975e-05,4.867492202187407e-06,1.4544128899007802e-06
5.3898734177215175,0.018964401024717192,2.8142296026434366e-05,5.388518319771052e-06,1.6100584738776291e-06
5.641772151898734,0.020790524966068813,3.10264367425761e-05,5.939678519251146e-06,1.77509641074991e-06
