gamma,2nd_idle_error_N_4,2nd_idle_error_N_6,2nd_idle_error_N_8
3.2308453447654757,0.00282928624163799,5.525615854368663e-05,0.005923011747103321
3.2467608390746654,0.0029234624485392764,0.00010323501821364116,0.005794891631553237
3.2626763333838547,0.003016188491827355,0.00014879128995556767,0.005667942602003717
3.2785918276930444,0.0031073759781017904,0.00019193864970368213,0.005542175391301589
3.294507322002234,0.003196938881131678,0.00023269144944512748,0.005417600365786641
3.3104228163114233,0.00328479364787506,0.0002710647054216746,0.005294227667810031
3.326338310620613,0.0033708591947722213,0.0003070740875571352,0.005172067276686514
3.3422538049298023,0.003455056978531756,0.00034073591660228517,0.005051128891721565
3.358169299238992,0.0035373110409240775,0.00037206715086981454,0.0049314219795086826
3.3740847935481817,0.0036175480521749934,0.00040108538031766817,0.004812955790142434
3.390000287857371,0.003695697365879914,0.000427808822667872,0.004695735900237175
3.4059157821665607,0.0037716910147449607,0.0004522562939928236,0.00457978123333986
3.42183127647575,0.0038454637859817345,0.0004744472280054312,0.004465090150986069
3.4377467707849396,0.003916953254316661,0.0004944016665349638,0.004351674298424043
3.4536622650941293,0.003986099826306927,0.0005121401981194956,0.004239541716887106
3.4695777594033186,0.004052846600294323,0.0005276840165086097,0.004128700163347332
3.4854932537125083,0.004117139746928323,0.0005410548914544025,0.004019157203201332
3.5014087480216975,0.0041789281857957505,0.0005522751134081633,0.003910920124937158
3.5173242423308873,0.0042381637787117996,0.0005613675491440894,0.0038039959818246395
3.533239736640077,0.004294801292146144,0.0005683555878046635,0.0036983915698755084
3.549155230949266,0.004348798441171613,0.0005732631487949901,0.0035941134563576465
3.565070725258456,0.004400115886192763,0.0005761146661892537,0.0034911679757530546
3.580986219567645,0.004448717262829206,0.0005769350797318179,0.0033895611128742864
3.596901713876835,0.0044945691310716955,0.0005757498104164064,0.0032892987677954994
3.6128172081860246,0.0045376410826809075,0.0005725847841889917,0.003190386482727871
3.628732702495214,0.004577905650154574,0.0005674663830403349,0.003092829571274225
3.6446481968044036,0.004615338315628324,0.00056042145263096,0.0029966331219924065
3.660563691113593,0.004649917591227806,0.0005514772880219983,0.002901801944520541
3.6764791854227825,0.004681624865981698,0.0005406616232978962,0.002808340634650761
3.692394679731972,0.00471044466169239,0.0005280026158713859,0.0027162535355357603
3.7083101740411615,0.004736364205609006,0.0005135288389659511,0.002625544649913981
3.724225668350351,0.004759373818681837,0.000497269271098713,0.0025362178523599555
3.7401411626595404,0.0047794666954488795,0.0004792532802236944,0.0024482767847158133
3.75605665696873,0.004796638943524605,0.0004595106092934631,0.0023617247008711597
3.77197215127792,0.004810889601304401,0.0004380713716452716,0.0022765647183305955
3.787887645587109,0.004822220430798378,0.00041496603992668214,0.002192799668257154
3.803803139896299,0.004830636135285106,0.00039022541601990804,0.0021104321592678187
3.819718634205488,0.004836144187572491,0.0003638806585771426,0.002029464486147193
3.8356341285146778,0.004838754894729225,0.0003359631923449212,0.0019498987891802648
3.851549622823868,0.004838481205632149,0.0003065048137046352,0.0018717368995438482
3.8674651171330567,0.00483533885316753,0.00027553756981223593,0.0017949804288973936
3.883380611442247,0.004829346240455607,0.00024309380413581628,0.0017196307851186814
3.8992961057514357,0.004820524362374669,0.00020920610965742423,0.0016456888903455058
3.915211600060626,0.004808896901912272,0.00017390735901835666,0.0015731558132650071
3.9311270943698156,0.004794489962689164,0.00013723065893329783,0.0015020321026783874
3.947042588679005,0.004777332280256034,9.920934072178365e-05,0.0014323181211875864
3.9629580829881945,0.004757455020736653,5.987695606986143e-05,0.0013640140301236403
3.9788735772973833,0.004734891734470104,1.926726901631732e-05,0.0012971197034211469
3.9947890716065735,0.0047096783659084955,2.258578204400647e-05,0.0012316348101583758
4.010704565915763,0.004681853180349727,6.564807252015222e-05,0.0011675587406666354
4.0266200602249524,0.004651456679966174,0.00010988527625038195,0.0011048906909584574
4.042535554534142,0.004618531599145329,0.0001552629820312197,0.0010436295733185596
4.058451048843331,0.004583122812326954,0.00020174658393306782,0.0009837740920243326
4.074366543152521,0.004545277284561173,0.0002493013763663734,0.0009253227073796669
4.09028203746171,0.0045050440273145835,0.0002978925022748142,0.0008682736274818076
4.1061975317709,0.004462474003166674,0.00034748501915905593,0.0008126248666604204
4.12211302608009,0.0044176201114973345,0.00039804399576526224,0.0007583741518690268
4.138028520389279,0.004370537070960205,0.00044953422481277183,0.0007055190239255083
4.153944014698468,0.004321281407307554,0.0005019205865357041,0.0006540567669722089
4.169859509007658,0.004269911347492373,0.0005551678690009264,0.0006039844455455434
4.185775003316848,0.004216486757264703,0.0006092409014009539,0.0005552988889367333
4.201690497626037,0.0041610691064895705,0.0006641041156144969,0.0005079966680603106
4.217605991935226,0.004103721368641296,0.0007197225092344603,0.0004620742785896532
4.233521486244416,0.004044507955369018,0.0007760607073094995,0.0004175277459391649
4.2494369805536065,0.0039834946476043735,0.0008330834125190733,0.0003743530698927781
