gamma,1st_error_N_4,1st_error_N_6,1st_error_N_8
0.5968310365946076,0.110243578962626,0.122009246020031,0.126813500811287
0.5984225860255266,0.110126725044929,0.121950129136789,0.126779120365939
0.6000141354564454,0.110009627753653,0.121890869175223,0.126744653011414
0.6016056848873644,0.10989228761457,0.121831466247716,0.126710098784398
0.6031972343182833,0.109774705154673,0.121771920466921,0.126675457721673
0.6047887837492023,0.109656880902175,0.121712231945762,0.126640729860112
0.6063803331801213,0.109538815386511,0.121652400797433,0.126605915236678
0.6079718826110403,0.109420509138331,0.121592427135395,0.126571013888429
0.6095634320419592,0.109301962689507,0.121532311073381,0.126536025852513
0.6111549814728781,0.109183176573125,0.121472052725391,0.126500951166169
0.612746530903797,0.109064151323489,0.121411652205697,0.12646578986673
0.614338080334716,0.108944887476119,0.121351109628836,0.126430541991619
0.615929629765635,0.108825385567749,0.121290425109615,0.126395207578352
0.6175211791965539,0.108705646136328,0.12122959876311,0.126359786664534
0.6191127286274729,0.108585669721019,0.121168630704664,0.126324279287865
0.6207042780583918,0.108465456862197,0.121107521049888,0.126288685486134
0.6222958274893108,0.108345008101449,0.121046269914659,0.126253005297223
0.6238873769202298,0.108224323981576,0.120984877415125,0.126217238759105
0.6254789263511488,0.108103405046586,0.120923343667698,0.126181385909843
0.6270704757820676,0.1079822518417,0.120861668789057,0.126145446787595
0.6286620252129866,0.107860864913347,0.12079985289615,0.126109421430605
0.6302535746439055,0.107739244809167,0.120737896106188,0.126073309877214
0.6318451240748245,0.107617392078007,0.120675798536651,0.126037112165849
0.6334366735057435,0.10749530726992,0.120613560305284,0.126000828335033
0.6350282229366625,0.107372990936169,0.120551181530097,0.125964458423375
0.6366197723675814,0.107250443629222,0.120488662329367,0.125928002469581
0.6382113217985003,0.107127665902753,0.120426002821636,0.125891460512442
0.6398028712294194,0.10700465831164,0.120363203125709,0.125854832590845
0.6413944206603382,0.106881421411969,0.120300263360659,0.125818118743764
0.6429859700912572,0.106757955761027,0.120237183645821,0.125781319010268
0.6445775195221761,0.106634261917307,0.120173964100795,0.125744433429513
0.6461690689530951,0.106510340440502,0.120110604845447,0.125707462040747
0.6477606183840141,0.106386191891511,0.120047105999905,0.125670404883311
0.649352167814933,0.106261816832433,0.119983467684561,0.125633261996634
0.6509437172458519,0.10613721582657,0.11991969002007,0.125596033420236
0.6525352666767709,0.106012389438424,0.119855773127352,0.12555871919373
