J,X1X2_infid_CD,X1X2_infid_DD
0.1,9.055578159666844e-06,6.185565566418916e-07
0.3518987341772152,0.00011248452077416982,7.26031738451649e-06
0.6037974683544303,0.0003309311428139061,2.131620223788655e-05
0.8556962025316454,0.0006648222874260368,4.2789717144109396e-05
1.1075949367088607,0.0011139167712608256,7.189223069348216e-05
1.3594936708860759,0.0016775472849377415,0.00010822838018709202
1.6113924050632908,0.0023565301032905106,0.00015221320363811852
1.8632911392405063,0.0031497445040380434,0.00020336852785507453
2.1151898734177212,0.004057010688100937,0.0002621877572402953
2.367088607594936,0.00507888347737484,0.0003281010656841499
2.6189873417721516,0.006214256648087946,0.0004018353103232286
2.8708860759493664,0.007463175254995846,0.00048292547257700047
3.1227848101265816,0.008824751713943702,0.0005709578236514634
3.374683544303797,0.010299164135463945,0.0006671699985860702
3.6265822784810124,0.011885980826221054,0.000770109735736213
3.8784810126582276,0.013584546045411039,0.0008810113660645547
4.130379746835442,0.015393294070807695,0.000999052184033844
4.382278481012657,0.017313677409325767,0.0011245243962539897
4.634177215189872,0.019344060143420383,0.0012576290762950082
4.886075949367087,0.02148400552950913,0.0013975884491086443
5.137974683544303,0.023732586924244736,0.0015455924492235873
5.3898734177215175,0.026089123622437205,0.0017006881896155512
5.641772151898734,0.028553653462749407,0.0018631395374324455
5.893670886075948,0.03112478612690417,0.0020333222197994605
6.145569620253163,0.03380127730800686,0.0022109101017031563
6.397468354430378,0.03658318369878977,0.00239493699763349
6.649367088607592,0.03946920462034964,0.0025882743766250105
6.90126582278481,0.042459296424486315,0.002787858065029458
7.1531645569620235,0.045551183803726136,0.0029941258074807076
7.40506329113924,0.04874513708553563,0.0032078631018012116
7.656962025316454,0.052040240440614616,0.003430437828392474
7.908860759493669,0.055433967193903255,0.0036597146452256313
8.160759493670884,0.058926636284295175,0.0038961998176915147
8.4126582278481,0.06251929172615345,0.004141839986160578
8.664556962025314,0.06620462935968552,0.0043912604056325355
8.91645569620253,0.06998631485410423,0.004650533350408215
9.168354430379745,0.07386321962580034,0.004916492535306682
9.42025316455696,0.077832175499016,0.005189450795159867
9.672151898734175,0.08189512842108237,0.005469368918353257
9.92405063291139,0.08604830105260108,0.005758848260796756
10.175949367088606,0.09028989812214694,0.006054404296311211
10.42784810126582,0.09462017880788098,0.006357209713848788
10.679746835443035,0.09903911794112641,0.006667078300854334
10.931645569620251,0.10354260862490727,0.006985053582749368
11.183544303797467,0.10812870252854345,0.007309930882271498
11.435443037974682,0.11280105641653682,0.007641328534653491
11.687341772151896,0.11755131902532578,0.007979881722132265
11.939240506329112,0.12238492123789169,0.008328378080275756
12.191139240506326,0.12729414856665955,0.00868247498535668
12.443037974683541,0.13228173597079174,0.009043085768438375
12.694936708860757,0.1373474524405527,0.00941257647161231
12.946835443037974,0.14248932905277922,0.009788354635622332
13.198734177215188,0.14770218343383357,0.01017189953215003
13.450632911392402,0.15298627722880764,0.010563580248074134
13.702531645569618,0.1583394626125838,0.01096219612944238
13.954430379746832,0.1637593189476234,0.011366306714497232
14.206329113924046,0.16925407877099752,0.011777345607929646
14.458227848101263,0.17480685964800247,0.012197358797884417
14.710126582278479,0.18042216173560743,0.012626058074436841
14.962025316455692,0.18610446055319352,0.013057806331596478
15.213924050632906,0.19184912106096497,0.01350226502051155
15.465822784810124,0.19765123803308005,0.013949390924541616
15.717721518987341,0.20350990239976074,0.014406313738703824
15.969620253164557,0.20942444717305309,0.01487028094468723
16.22151898734177,0.21539684784232227,0.015340663121248044
16.473417721518985,0.22141974902312545,0.015818847709931694
16.725316455696202,0.2274963158774731,0.016302860940791142
16.977215189873416,0.2336114063385032,0.016794564062022954
17.22911392405063,0.23978690910504963,0.01729360027065807
17.481012658227844,0.24599993349088545,0.01780331944689073
17.73291139240506,0.2522607570235148,0.018315811135175553
17.98481012658228,0.2585655826654779,0.018836700626517433
18.236708860759492,0.26491045614235165,0.019362612928599088
18.488607594936706,0.27129126630980394,0.019898981521565107
18.740506329113924,0.277711055873301,0.020443259089584
18.992405063291137,0.28416879165703945,0.02099280079879462
19.24430379746835,0.2906610863432908,0.02155048425118855
19.49620253164557,0.297181258239706,0.02211397697301587
19.748101265822783,0.30373667731803344,0.022685771650415743
20.0,0.3103163881822665,0.023261914333823186
