J,X1_infid_CD,X1_infid_N_4,X1_infid_N_6,X1_infid_N_8
0.1,2.6401477172255383e-06,5.158293592266716e-08,8.804969642284277e-09,2.6542187336886514e-09
0.3518987341772152,3.2722386236860856e-05,6.390114517529355e-07,1.0902570202198092e-07,3.2840693497959705e-08
0.6037974683544303,9.651807840738158e-05,1.8828809704718452e-06,3.21346066645134e-07,9.678253642952939e-08
0.8556962025316454,0.000194405307061829,3.7873918432573817e-06,6.464916844084456e-07,1.9471444490104517e-07
1.1075949367088607,0.00032696261908626845,6.357637144294159e-06,1.0855436400891705e-06,3.2701243579680295e-07
1.3594936708860759,0.0004949636843458727,9.602255287344263e-06,1.640045935946688e-06,4.941116482637398e-07
1.6113924050632908,0.0006993817967664295,1.3531532384147837e-05,2.3120681255095477e-06,6.966153820453513e-07
1.8632911392405063,0.0009413800987079224,1.81574200563972e-05,3.103583957608791e-06,9.353949147472562e-07
2.1151898734177212,0.0012223126862183076,2.3492197804619863e-05,4.0171744704053935e-06,1.2108385538667221e-06
2.367088607594936,0.001543730031294599,2.955354688749523e-05,5.057076284731288e-06,1.523716290585675e-06
2.6189873417721516,0.0019073600860135542,3.6359089265025624e-05,6.225007340043831e-06,1.8767858147583638e-06
2.8708860759493664,0.002315124150810255,4.392815952936058e-05,7.526647097577666e-06,2.2689421554922262e-06
3.1227848101265816,0.002769109851749496,5.228348907015956e-05,8.965905936020313e-06,2.7032795848480617e-06
3.374683544303797,0.0032715851349960356,6.144986457534696e-05,1.0545379988791126e-05,3.179762423588528e-06
3.6265822784810124,0.003824987141799352,7.145029223021293e-05,1.2272964309278933e-05,3.7009688756972636e-06
3.8784810126582276,0.00443191056221659,8.231544555603598e-05,1.4153006816286506e-05,4.268475209623368e-06
4.130379746835442,0.005095141477841181,9.407440832398528e-05,1.6189691215195978e-05,4.88399444220633e-06
4.382278481012657,0.005817576224923071,0.00010675621892963782,1.8391804473827378e-05,5.548995302029347e-06
4.634177215189872,0.006602269621895918,0.00012039831714472093,2.076517130578104e-05,6.2660646205081605e-06
4.886075949367087,0.007452480344124934,0.00013503936161085583,2.331650843145905e-05,7.037384913921585e-06
5.137974683544303,0.008371507295972913,0.00015070334456024348,2.6052290613143292e-05,7.864522069134239e-06
5.3898734177215175,0.009362828312417859,0.0001674444303496614,2.8982174872016486e-05,8.750551590441802e-06
5.641772151898734,0.010430027964298372,0.00018529301138392462,3.211265588709544e-05,9.698144483150095e-06
5.893670886075948,0.01157685304197198,0.0002042985003060105,3.545288533102209e-05,1.070870557673409e-05
6.145569620253163,0.012807085977251331,0.00022450834842269174,3.90134916901097e-05,1.1786276091774184e-05
6.397468354430378,0.014124679373263338,0.000245962887005291,4.2801799968517074e-05,1.293327969320579e-05
6.649367088607592,0.015533541746904245,0.00026870863752248564,4.6826207174222034e-05,1.4152643026177358e-05
6.90126582278481,0.017037871097484336,0.0002928001743462971,5.109943007708395e-05,1.544814632303826e-05
7.1531645569620235,0.018641895086807247,0.00031829173133712807,5.5631146422818745e-05,1.682171142713962e-05
7.40506329113924,0.0203496647885808,0.0003452304817288532,6.042840493369894e-05,1.8277396731658513e-05
7.656962025316454,0.022165562569699704,0.00037367392148579537,6.550812399197525e-05,1.9819452964475737e-05
7.908860759493669,0.024093869521692457,0.00040368331821416525,7.087898823787686e-05,2.1448987331140756e-05
8.160759493670884,0.026139068953993316,0.00043531469806157297,7.65545997412076e-05,2.317234249216149e-05
8.4126582278481,0.028305480007733697,0.00046862146297876883,8.254599355006498e-05,2.4993763188208007e-05
8.664556962025314,0.03059753806540977,0.0005036833082828762,8.886312161193732e-05,2.691356572182002e-05
8.91645569620253,0.03301960771282042,0.0005405292998501565,9.552739584739456e-05,2.8939187149967793e-05
9.168354430379745,0.03557639230220422,0.0005792741696405423,0.00010253850387842434,3.107298273852255e-05
9.42025316455696,0.03827205423785085,0.0006199249001568319,0.00010992484744853925,3.3320192066144116e-05
9.672151898734175,0.04111108885912007,0.0006626083829919249,0.0001176917856113846,3.568748171178804e-05
9.92405063291139,0.04409778615040538,0.0007073698683742746,0.00012585536184250845,3.817087282498299e-05
10.175949367088606,0.0472367367688018,0.0007542477183761775,0.00013442963894272353,4.078597068613021e-05
10.42784810126582,0.05053215043392956,0.0008033529247913895,0.0001434333011058886,4.353109127397392e-05
10.679746835443035,0.053988052341622406,0.0008547516061658822,0.00015287718151690832,4.6412188405620114e-05
