t,idle_infid_CD
10.0,0.00994686118771404
10.50251256281407,0.009886025648472185
11.00502512562814,0.009705486256622042
11.507537688442211,0.009410479061038979
12.010050251256281,0.00900917389861422
12.512562814070352,0.008512467766797038
13.015075376884422,0.007933708239234782
13.517587939698492,0.007288354632626226
14.020100502512562,0.006593586054957745
14.522613065326633,0.00586786586434096
15.025125628140703,0.0051304731616179655
15.527638190954773,0.004401013578926749
16.030150753768844,0.0036989221064964717
16.532663316582912,0.0030429705358069326
17.035175879396984,0.0024507908279491897
17.537688442211056,0.0019384279284432315
18.040201005025125,0.0015199329419773866
18.542713567839193,0.0012070067485576708
19.045226130653266,0.0010087031377445932
19.547738693467338,0.0009311990837322925
20.050251256281406,0.0009776380719789257
20.552763819095475,0.0011480505754917214
21.055276381909547,0.0014393530281859857
21.55778894472362,0.001845426068349032
22.060301507537687,0.002357269951035579
22.562814070351756,0.0029632328721600487
23.065326633165828,0.0036493059272101336
23.5678391959799,0.004399478863621908
24.07035175879397,0.0051961463734586655
24.572864321608037,0.00602055499119325
25.07537688442211,0.006853277070057895
25.57788944723618,0.007674705010839
26.08040201005025,0.008465548536078948
26.58291457286432,0.00920732385684786
27.08542713567839,0.00988282248118344
27.587939698492463,0.01047654681662713
28.09045226130653,0.010975104383793455
28.5929648241206,0.011367547648884369
29.09547738693467,0.011645651126190204
29.597989949748744,0.011804119453519668
30.100502512562816,0.011840722712573193
30.603015075376888,0.011756352829005445
31.105527638190956,0.011555000729780107
31.60804020100503,0.011243654815437654
32.1105527638191,0.010832124140490396
32.61306532663317,0.010332789597207737
33.11557788944724,0.009760289676347678
33.618090452261306,0.009131149052949428
34.12060301507538,0.008463359808926652
34.62311557788945,0.0077759249177115075
35.12562814070352,0.00708837606170154
35.62814070351759,0.00642027807356893
36.13065326633166,0.005790733297530104
36.63316582914573,0.005217896512181408
37.1356783919598,0.004718514624549086
37.63819095477387,0.00430750201744623
38.140703517587944,0.003997561787609238
38.64321608040201,0.0037988641183789307
39.14572864321608,0.0037187879086588715
39.64824120603015,0.0037617335687487596
40.15075376884422,0.0039290117030281735
40.6532663316583,0.004218809666374779
41.15577889447236,0.004626237466612171
41.65829145728644,0.005143451933539822
42.1608040201005,0.005759855907950473
42.663316582914575,0.006462366376295714
43.16582914572864,0.007235746602026305
43.66834170854272,0.00806299289193646
44.17085427135678,0.008925766221055897
44.673366834170864,0.009804855731788686
45.175879396984925,0.010680667442748537
45.678391959799,0.011533721071061875
46.18090452261306,0.012345143952670501
46.68341708542714,0.01309715038873882
47.1859296482412,0.01377349096230085
47.68844221105528,0.014359866245331365
48.19095477386934,0.01484428951205441
48.693467336683426,0.01521739061265448
49.19597989949749,0.015472652582845248
49.69849246231156,0.015606578038305785
50.20100502512563,0.015618777835457065
50.7035175879397,0.015511980747896725
51.206030150753776,0.015291963962280719
51.708542713567844,0.014967406725505117
52.21105527638191,0.014549670435345718
52.71356783919599,0.014052510253477313
53.21608040201006,0.013491725981623737
53.718592964824126,0.012884761642252163
54.221105527638194,0.01225026299506582
54.72361809045226,0.011607604410867722
55.22613065326634,0.01097639717170018
55.72864321608041,0.010375992643218757
56.231155778894475,0.009824991216110579
56.73366834170855,0.009340770122364339
57.23618090452262,0.008939042706583744
57.73869346733669,0.008633460971409712
58.24120603015076,0.008435267860584461
58.743718592964825,0.0083530125308805
59.2462311557789,0.008392333772602734
59.74874371859297,0.008555816630960833
60.25125628140704,0.008842927121345712
60.75376884422111,0.009250025494929925
61.25628140703518,0.009770458657597847
61.75879396984925,0.010394729227684585
62.26130653266332,0.011110735939034555
62.76381909547739,0.011904080590122601
63.26633165829146,0.012758433712955042
63.76884422110553,0.013655948819500385
64.2713567839196,0.014577713845325468
64.77386934673368,0.01550423209737617
65.27638190954774,0.016415916357441995
65.77889447236181,0.017293585649785115
66.28140703517589,0.01811895282615117
66.78391959798995,0.018875086083752213
67.28643216080403,0.019546840035311597
67.7889447236181,0.02012123994022219
68.29145728643216,0.020587810819258867
68.79396984924624,0.020938842034985417
69.2964824120603,0.021169583649524593
69.79899497487438,0.02127836709972819
70.30150753768845,0.021266647311488307
70.80402010050251,0.021138965660997266
71.30653266331659,0.020902834560932226
71.80904522613065,0.020568547425602657
72.31155778894473,0.020148917375407693
72.8140703517588,0.01965895197203693
73.31658291457286,0.01911547274458958
73.81909547738694,0.01853668867561431
74.32160804020101,0.017941734131115772
74.82412060301507,0.017350183249459805
75.32663316582915,0.016781553799799398
75.82914572864323,0.016254812251476958
76.33165829145729,0.015787892080069033
76.83417085427136,0.015397239144634423
77.33668341708542,0.0150973955210435
77.8391959798995,0.014900628965192397
78.34170854271358,0.014816622638583854
78.84422110552764,0.014852229496564617
79.34673366834171,0.015011298047510335
79.84924623115577,0.015294575221965756
80.35175879396985,0.01569968705261282
80.85427135678393,0.016221198943474957
81.356783919598,0.016850753749278025
81.85929648241206,0.017577283598031346
82.36180904522612,0.018387290270399426
82.8643216080402,0.019265188215236706
83.36683417085428,0.02019369961086892
83.86934673366835,0.02115429177900896
84.3718592964824,0.022127648610679063
84.87437185929649,0.023094159483771914
85.37688442211056,0.024034417008158004
85.87939698492463,0.024929710441920827
86.38190954773869,0.025762497969863074
86.88442211055276,0.026516852844721273
87.38693467336685,0.027178867707071785
87.8894472361809,0.027737007298699323
88.39195979899498,0.028182400307791955
88.89447236180905,0.028509064518524196
89.39698492462313,0.028714059045643503
89.89949748743719,0.02879755874719503
90.40201005025126,0.028762849803884105
90.90452261306532,0.028616245780092364
91.4070351758794,0.02836692817217301
91.90954773869348,0.02802671336992668
92.41206030150755,0.027609752687881683
92.91457286432161,0.02713217340276297
93.41708542713569,0.02661167001714959
93.91959798994975,0.02606705523695796
94.42211055276383,0.02551778256759407
94.92462311557789,0.024983452924973837
95.42713567839198,0.024483317905601543
95.92964824120602,0.02403579069977413
96.43216080402011,0.02365797955456095
96.93467336683418,0.023365254603618935
97.43718592964825,0.023170855999350537
97.93969849246231,0.023085559637372355
98.44221105527639,0.02311740338779278
98.94472361809045,0.023271482829324452
99.44723618090453,0.023549822582067392
99.9497487437186,0.02395132460010818
100.45226130653268,0.02447179598528515
100.95477386934674,0.02510405550056849
101.45728643216081,0.025838115829991848
101.95979899497488,0.026661436366076097
102.46231155778895,0.02755924199073012
102.96482412060301,0.028514897261365024
103.4673366834171,0.029510327855139296
103.96984924623115,0.030526480763306885
104.47236180904524,0.031543805599621666
104.9748743718593,0.03254275143523222
105.47738693467338,0.03350426357430547
105.97989949748744,0.03441026516999457
106.48241206030151,0.03524411605481936
106.98492462311557,0.03599103558856798
107.48743718592965,0.036638477433934113
107.98994974874373,0.037176447406625956
108.4924623115578,0.0375977566071114
108.99497487437186,0.037898204354089526
109.49748743718594,0.03807668469043557
110.0,0.038135214534008144
